anime_id,name,link
1535,Death Note,https://myanimelist.net/anime/1535/Death_Note
16498,Shingeki no Kyojin,https://myanimelist.net/anime/16498/Shingeki_no_Kyojin
11757,Sword Art Online,https://myanimelist.net/anime/11757/Sword_Art_Online
5114,Fullmetal Alchemist: Brotherhood,https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood
30276,One Punch Man,https://myanimelist.net/anime/30276/One_Punch_Man
22319,Tokyo Ghoul,https://myanimelist.net/anime/22319/Tokyo_Ghoul
31964,Boku no Hero Academia,https://myanimelist.net/anime/31964/Boku_no_Hero_Academia
9253,Steins;Gate,https://myanimelist.net/anime/9253/Steins_Gate
19815,No Game No Life,https://myanimelist.net/anime/19815/No_Game_No_Life
20,Naruto,https://myanimelist.net/anime/20/Naruto
32281,Kimi no Na wa.,https://myanimelist.net/anime/32281/Kimi_no_Na_wa
6547,Angel Beats!,https://myanimelist.net/anime/6547/Angel_Beats
1575,Code Geass: Hangyaku no Lelouch,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch
10620,Mirai Nikki,https://myanimelist.net/anime/10620/Mirai_Nikki
4224,Toradora!,https://myanimelist.net/anime/4224/Toradora
11061,Hunter x Hunter (2011),https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011
20507,Noragami,https://myanimelist.net/anime/20507/Noragami
33486,Boku no Hero Academia 2nd Season,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season
1735,Naruto: Shippuuden,https://myanimelist.net/anime/1735/Naruto__Shippuuden
21881,Sword Art Online II,https://myanimelist.net/anime/21881/Sword_Art_Online_II
9919,Ao no Exorcist,https://myanimelist.net/anime/9919/Ao_no_Exorcist
31240,Re:Zero kara Hajimeru Isekai Seikatsu,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
25777,Shingeki no Kyojin Season 2,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2
23273,Shigatsu wa Kimi no Uso,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso
22199,Akame ga Kill!,https://myanimelist.net/anime/22199/Akame_ga_Kill
6702,Fairy Tail,https://myanimelist.net/anime/6702/Fairy_Tail
23755,Nanatsu no Taizai,https://myanimelist.net/anime/23755/Nanatsu_no_Taizai
269,Bleach,https://myanimelist.net/anime/269/Bleach
31043,Boku dake ga Inai Machi,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
18679,Kill la Kill,https://myanimelist.net/anime/18679/Kill_la_Kill
2904,Code Geass: Hangyaku no Lelouch R2,https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2
21,One Piece,https://myanimelist.net/anime/21/One_Piece
2001,Tengen Toppa Gurren Lagann,https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann
3588,Soul Eater,https://myanimelist.net/anime/3588/Soul_Eater
226,Elfen Lied,https://myanimelist.net/anime/226/Elfen_Lied
13601,Psycho-Pass,https://myanimelist.net/anime/13601/Psycho-Pass
28851,Koe no Katachi,https://myanimelist.net/anime/28851/Koe_no_Katachi
1,Cowboy Bebop,https://myanimelist.net/anime/1/Cowboy_Bebop
11111,Another,https://myanimelist.net/anime/11111/Another
199,Sen to Chihiro no Kamikakushi,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi
30831,Kono Subarashii Sekai ni Shukufuku wo!,https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo
22535,Kiseijuu: Sei no Kakuritsu,https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu
27899,Tokyo Ghoul √A,https://myanimelist.net/anime/27899/Tokyo_Ghoul_√A
36456,Boku no Hero Academia 3rd Season,https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season
121,Fullmetal Alchemist,https://myanimelist.net/anime/121/Fullmetal_Alchemist
28223,Death Parade,https://myanimelist.net/anime/28223/Death_Parade
24833,Ansatsu Kyoushitsu,https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu
32182,Mob Psycho 100,https://myanimelist.net/anime/32182/Mob_Psycho_100
8074,Highschool of the Dead,https://myanimelist.net/anime/8074/Highschool_of_the_Dead
6746,Durarara!!,https://myanimelist.net/anime/6746/Durarara
28171,Shokugeki no Souma,https://myanimelist.net/anime/28171/Shokugeki_no_Souma
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai
2167,Clannad,https://myanimelist.net/anime/2167/Clannad
30,Neon Genesis Evangelion,https://myanimelist.net/anime/30/Neon_Genesis_Evangelion
38000,Kimetsu no Yaiba,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba
10087,Fate/Zero,https://myanimelist.net/anime/10087/Fate_Zero
5081,Bakemonogatari,https://myanimelist.net/anime/5081/Bakemonogatari
15809,Hataraku Maou-sama!,https://myanimelist.net/anime/15809/Hataraku_Maou-sama
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka
20583,Haikyuu!!,https://myanimelist.net/anime/20583/Haikyuu
30503,Noragami Aragoto,https://myanimelist.net/anime/30503/Noragami_Aragoto
29803,Overlord,https://myanimelist.net/anime/29803/Overlord
9756,Mahou Shoujo Madoka★Magica,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka★Magica
28999,Charlotte,https://myanimelist.net/anime/28999/Charlotte
10793,Guilty Crown,https://myanimelist.net/anime/10793/Guilty_Crown
11617,High School DxD,https://myanimelist.net/anime/11617/High_School_DxD
6880,Deadman Wonderland,https://myanimelist.net/anime/6880/Deadman_Wonderland
35760,Shingeki no Kyojin Season 3,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3
33352,Violet Evergarden,https://myanimelist.net/anime/33352/Violet_Evergarden
4181,Clannad: After Story,https://myanimelist.net/anime/4181/Clannad__After_Story
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2
14741,Chuunibyou demo Koi ga Shitai!,https://myanimelist.net/anime/14741/Chuunibyou_demo_Koi_ga_Shitai
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,https://myanimelist.net/anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru
13759,Sakura-sou no Pet na Kanojo,https://myanimelist.net/anime/13759/Sakura-sou_no_Pet_na_Kanojo
12189,Hyouka,https://myanimelist.net/anime/12189/Hyouka
34134,One Punch Man 2nd Season,https://myanimelist.net/anime/34134/One_Punch_Man_2nd_Season
205,Samurai Champloo,https://myanimelist.net/anime/205/Samurai_Champloo
17265,Log Horizon,https://myanimelist.net/anime/17265/Log_Horizon
813,Dragon Ball Z,https://myanimelist.net/anime/813/Dragon_Ball_Z
4898,Kuroshitsuji,https://myanimelist.net/anime/4898/Kuroshitsuji
14719,JoJo no Kimyou na Bouken (TV),https://myanimelist.net/anime/14719/JoJo_no_Kimyou_na_Bouken_TV
164,Mononoke Hime,https://myanimelist.net/anime/164/Mononoke_Hime
26243,Owari no Seraph,https://myanimelist.net/anime/26243/Owari_no_Seraph
35849,Darling in the FranXX,https://myanimelist.net/anime/35849/Darling_in_the_FranXX
7054,Kaichou wa Maid-sama!,https://myanimelist.net/anime/7054/Kaichou_wa_Maid-sama
37779,Yakusoku no Neverland,https://myanimelist.net/anime/37779/Yakusoku_no_Neverland
18153,Kyoukai no Kanata,https://myanimelist.net/anime/18153/Kyoukai_no_Kanata
18897,Nisekoi,https://myanimelist.net/anime/18897/Nisekoi
23283,Zankyou no Terror,https://myanimelist.net/anime/23283/Zankyou_no_Terror
853,Ouran Koukou Host Club,https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club
30654,Ansatsu Kyoushitsu 2nd Season,https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season
431,Howl no Ugoku Shiro,https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro
34599,Made in Abyss,https://myanimelist.net/anime/34599/Made_in_Abyss
11741,Fate/Zero 2nd Season,https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season
35790,Tate no Yuusha no Nariagari,https://myanimelist.net/anime/35790/Tate_no_Yuusha_no_Nariagari
2025,Darker than Black: Kuro no Keiyakusha,https://myanimelist.net/anime/2025/Darker_than_Black__Kuro_no_Keiyakusha
11771,Kuroko no Basket,https://myanimelist.net/anime/11771/Kuroko_no_Basket
38524,Shingeki no Kyojin Season 3 Part 2,https://myanimelist.net/anime/38524/Shingeki_no_Kyojin_Season_3_Part_2
849,Suzumiya Haruhi no Yuuutsu,https://myanimelist.net/anime/849/Suzumiya_Haruhi_no_Yuuutsu
5680,K-On!,https://myanimelist.net/anime/5680/K-On
14513,Magi: The Labyrinth of Magic,https://myanimelist.net/anime/14513/Magi__The_Labyrinth_of_Magic
38691,Dr. Stone,https://myanimelist.net/anime/38691/Dr_Stone
32282,Shokugeki no Souma: Ni no Sara,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara
38408,Boku no Hero Academia 4th Season,https://myanimelist.net/anime/38408/Boku_no_Hero_Academia_4th_Season
14227,Tonari no Kaibutsu-kun,https://myanimelist.net/anime/14227/Tonari_no_Kaibutsu-kun
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
356,Fate/stay night,https://myanimelist.net/anime/356/Fate_stay_night
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
918,Gintama,https://myanimelist.net/anime/918/Gintama
28891,Haikyuu!! Second Season,https://myanimelist.net/anime/28891/Haikyuu_Second_Season
20785,Mahouka Koukou no Rettousei,https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei
33206,Kobayashi-san Chi no Maid Dragon,https://myanimelist.net/anime/33206/Kobayashi-san_Chi_no_Maid_Dragon
2251,Baccano!,https://myanimelist.net/anime/2251/Baccano
223,Dragon Ball,https://myanimelist.net/anime/223/Dragon_Ball
22297,Fate/stay night: Unlimited Blade Works,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works
20787,Black Bullet,https://myanimelist.net/anime/20787/Black_Bullet
37510,Mob Psycho 100 II,https://myanimelist.net/anime/37510/Mob_Psycho_100_II
15583,Date A Live,https://myanimelist.net/anime/15583/Date_A_Live
31478,Bungou Stray Dogs,https://myanimelist.net/anime/31478/Bungou_Stray_Dogs
523,Tonari no Totoro,https://myanimelist.net/anime/523/Tonari_no_Totoro
22043,Fairy Tail (2014),https://myanimelist.net/anime/22043/Fairy_Tail_2014
14345,Btooom!,https://myanimelist.net/anime/14345/Btooom
34572,Black Clover,https://myanimelist.net/anime/34572/Black_Clover
34933,Kakegurui,https://myanimelist.net/anime/34933/Kakegurui
889,Black Lagoon,https://myanimelist.net/anime/889/Black_Lagoon
30015,ReLIFE,https://myanimelist.net/anime/30015/ReLIFE
1689,Byousoku 5 Centimeter,https://myanimelist.net/anime/1689/Byousoku_5_Centimeter
777,Hellsing Ultimate,https://myanimelist.net/anime/777/Hellsing_Ultimate
1195,Zero no Tsukaima,https://myanimelist.net/anime/1195/Zero_no_Tsukaima
34577,Nanatsu no Taizai: Imashime no Fukkatsu,https://myanimelist.net/anime/34577/Nanatsu_no_Taizai__Imashime_no_Fukkatsu
30240,Prison School,https://myanimelist.net/anime/30240/Prison_School
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation
23289,Gekkan Shoujo Nozaki-kun,https://myanimelist.net/anime/23289/Gekkan_Shoujo_Nozaki-kun
2966,Ookami to Koushinryou,https://myanimelist.net/anime/2966/Ookami_to_Koushinryou
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku
17895,Golden Time,https://myanimelist.net/anime/17895/Golden_Time
10719,Boku wa Tomodachi ga Sukunai,https://myanimelist.net/anime/10719/Boku_wa_Tomodachi_ga_Sukunai
15451,High School DxD New,https://myanimelist.net/anime/15451/High_School_DxD_New
934,Higurashi no Naku Koro ni,https://myanimelist.net/anime/934/Higurashi_no_Naku_Koro_ni
4654,Toaru Majutsu no Index,https://myanimelist.net/anime/4654/Toaru_Majutsu_no_Index
6045,Kimi ni Todoke,https://myanimelist.net/anime/6045/Kimi_ni_Todoke
37430,Tensei shitara Slime Datta Ken,https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken
37349,Goblin Slayer,https://myanimelist.net/anime/37349/Goblin_Slayer
10165,Nichijou,https://myanimelist.net/anime/10165/Nichijou
13125,Shinsekai yori,https://myanimelist.net/anime/13125/Shinsekai_yori
2236,Toki wo Kakeru Shoujo,https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo
18115,Magi: The Kingdom of Magic,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic
11887,Kokoro Connect,https://myanimelist.net/anime/11887/Kokoro_Connect
11759,Accel World,https://myanimelist.net/anime/11759/Accel_World
457,Mushishi,https://myanimelist.net/anime/457/Mushishi
24439,Kekkai Sensen,https://myanimelist.net/anime/24439/Kekkai_Sensen
36511,Tokyo Ghoul:re,https://myanimelist.net/anime/36511/Tokyo_Ghoul_re
35062,Mahoutsukai no Yome,https://myanimelist.net/anime/35062/Mahoutsukai_no_Yome
227,FLCL,https://myanimelist.net/anime/227/FLCL
30296,Rakudai Kishi no Cavalry,https://myanimelist.net/anime/30296/Rakudai_Kishi_no_Cavalry
27775,Plastic Memories,https://myanimelist.net/anime/27775/Plastic_Memories
35073,Overlord II,https://myanimelist.net/anime/35073/Overlord_II
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders
12355,Ookami Kodomo no Ame to Yuki,https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki
32935,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,https://myanimelist.net/anime/32935/Haikyuu__Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",https://myanimelist.net/anime/28907/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri
14467,K,https://myanimelist.net/anime/14467/K
35788,Shokugeki no Souma: San no Sara,https://myanimelist.net/anime/35788/Shokugeki_no_Souma__San_no_Sara
28623,Koutetsujou no Kabaneri,https://myanimelist.net/anime/28623/Koutetsujou_no_Kabaneri
11843,Danshi Koukousei no Nichijou,https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou
1482,D.Gray-man,https://myanimelist.net/anime/1482/DGray-man
37520,Dororo,https://myanimelist.net/anime/37520/Dororo
25157,Trinity Seven,https://myanimelist.net/anime/25157/Trinity_Seven
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,https://myanimelist.net/anime/8769/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai
19,Monster,https://myanimelist.net/anime/19/Monster
28701,Fate/stay night: Unlimited Blade Works 2nd Season,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season
245,Great Teacher Onizuka,https://myanimelist.net/anime/245/Great_Teacher_Onizuka
33674,No Game No Life: Zero,https://myanimelist.net/anime/33674/No_Game_No_Life__Zero
16894,Kuroko no Basket 2nd Season,https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season
249,InuYasha (TV),https://myanimelist.net/anime/249/InuYasha_TV
11597,Nisemonogatari,https://myanimelist.net/anime/11597/Nisemonogatari
36474,Sword Art Online: Alicization,https://myanimelist.net/anime/36474/Sword_Art_Online__Alicization
25013,Akatsuki no Yona,https://myanimelist.net/anime/25013/Akatsuki_no_Yona
32615,Youjo Senki,https://myanimelist.net/anime/32615/Youjo_Senki
6,Trigun,https://myanimelist.net/anime/6/Trigun
1818,Claymore,https://myanimelist.net/anime/1818/Claymore
1210,NHK ni Youkoso!,https://myanimelist.net/anime/1210/NHK_ni_Youkoso
270,Hellsing,https://myanimelist.net/anime/270/Hellsing
30484,Steins;Gate 0,https://myanimelist.net/anime/30484/Steins_Gate_0
18507,Free!,https://myanimelist.net/anime/18507/Free
21995,Ao Haru Ride,https://myanimelist.net/anime/21995/Ao_Haru_Ride
2993,Rosario to Vampire,https://myanimelist.net/anime/2993/Rosario_to_Vampire
38671,Enen no Shouboutai,https://myanimelist.net/anime/38671/Enen_no_Shouboutai
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season
16782,Kotonoha no Niwa,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa
28677,Yamada-kun to 7-nin no Majo (TV),https://myanimelist.net/anime/28677/Yamada-kun_to_7-nin_no_Majo_TV
1887,Lucky☆Star,https://myanimelist.net/anime/1887/Lucky☆Star
6347,Baka to Test to Shoukanjuu,https://myanimelist.net/anime/6347/Baka_to_Test_to_Shoukanjuu
8841,Kore wa Zombie Desu ka?,https://myanimelist.net/anime/8841/Kore_wa_Zombie_Desu_ka
31859,Hai to Gensou no Grimgar,https://myanimelist.net/anime/31859/Hai_to_Gensou_no_Grimgar
24703,High School DxD BorN,https://myanimelist.net/anime/24703/High_School_DxD_BorN
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,https://myanimelist.net/anime/29786/Shimoneta_to_Iu_Gainen_ga_Sonzai_Shinai_Taikutsu_na_Sekai
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai
10408,Hotarubi no Mori e,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e
35120,Devilman: Crybaby,https://myanimelist.net/anime/35120/Devilman__Crybaby
37521,Vinland Saga,https://myanimelist.net/anime/37521/Vinland_Saga
47,Akira,https://myanimelist.net/anime/47/Akira
11633,Blood Lad,https://myanimelist.net/anime/11633/Blood_Lad
31798,Kiznaiver,https://myanimelist.net/anime/31798/Kiznaiver
2476,School Days,https://myanimelist.net/anime/2476/School_Days
32,Neon Genesis Evangelion: The End of Evangelion,https://myanimelist.net/anime/32/Neon_Genesis_Evangelion__The_End_of_Evangelion
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,https://myanimelist.net/anime/16742/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui
8525,Kami nomi zo Shiru Sekai,https://myanimelist.net/anime/8525/Kami_nomi_zo_Shiru_Sekai
30307,Monster Musume no Iru Nichijou,https://myanimelist.net/anime/30307/Monster_Musume_no_Iru_Nichijou
32995,Yuri!!! on Ice,https://myanimelist.net/anime/32995/Yuri_on_Ice
32542,Sakamoto Desu ga?,https://myanimelist.net/anime/32542/Sakamoto_Desu_ga
33487,Masamune-kun no Revenge,https://myanimelist.net/anime/33487/Masamune-kun_no_Revenge
28927,Owari no Seraph: Nagoya Kessen-hen,https://myanimelist.net/anime/28927/Owari_no_Seraph__Nagoya_Kessen-hen
22789,Barakamon,https://myanimelist.net/anime/22789/Barakamon
23281,Psycho-Pass 2,https://myanimelist.net/anime/23281/Psycho-Pass_2
9041,IS: Infinite Stratos,https://myanimelist.net/anime/9041/IS__Infinite_Stratos
17074,Monogatari Series: Second Season,https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season
18277,Strike the Blood,https://myanimelist.net/anime/18277/Strike_the_Blood
32729,Orange,https://myanimelist.net/anime/32729/Orange
30694,Dragon Ball Super,https://myanimelist.net/anime/30694/Dragon_Ball_Super
7674,Bakuman.,https://myanimelist.net/anime/7674/Bakuman
7791,K-On!!,https://myanimelist.net/anime/7791/K-On
14075,Zetsuen no Tempest,https://myanimelist.net/anime/14075/Zetsuen_no_Tempest
37675,Overlord III,https://myanimelist.net/anime/37675/Overlord_III
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),https://myanimelist.net/anime/35507/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_TV
18671,Chuunibyou demo Koi ga Shitai! Ren,https://myanimelist.net/anime/18671/Chuunibyou_demo_Koi_ga_Shitai_Ren
22147,Amagi Brilliant Park,https://myanimelist.net/anime/22147/Amagi_Brilliant_Park
28497,Rokka no Yuusha,https://myanimelist.net/anime/28497/Rokka_no_Yuusha
7311,Suzumiya Haruhi no Shoushitsu,https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu
24415,Kuroko no Basket 3rd Season,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season
33506,Ao no Exorcist: Kyoto Fujouou-hen,https://myanimelist.net/anime/33506/Ao_no_Exorcist__Kyoto_Fujouou-hen
790,Ergo Proxy,https://myanimelist.net/anime/790/Ergo_Proxy
32901,Eromanga-sensei,https://myanimelist.net/anime/32901/Eromanga-sensei
3457,Vampire Knight,https://myanimelist.net/anime/3457/Vampire_Knight
355,Shakugan no Shana,https://myanimelist.net/anime/355/Shakugan_no_Shana
3455,To LOVE-Ru,https://myanimelist.net/anime/3455/To_LOVE-Ru
23321,Log Horizon 2nd Season,https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season
43,Koukaku Kidoutai,https://myanimelist.net/anime/43/Koukaku_Kidoutai
31765,Sword Art Online Movie: Ordinal Scale,https://myanimelist.net/anime/31765/Sword_Art_Online_Movie__Ordinal_Scale
27787,Nisekoi:,https://myanimelist.net/anime/27787/Nisekoi_
33255,Saiki Kusuo no Ψ-nan,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan
1604,Katekyo Hitman Reborn!,https://myanimelist.net/anime/1604/Katekyo_Hitman_Reborn
7724,Shiki,https://myanimelist.net/anime/7724/Shiki
5630,Higashi no Eden,https://myanimelist.net/anime/5630/Higashi_no_Eden
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,https://myanimelist.net/anime/15315/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_Desu_yo
14289,Sukitte Ii na yo.,https://myanimelist.net/anime/14289/Sukitte_Ii_na_yo
28825,Himouto! Umaru-chan,https://myanimelist.net/anime/28825/Himouto_Umaru-chan
16067,Nagi no Asu kara,https://myanimelist.net/anime/16067/Nagi_no_Asu_kara
28297,Ore Monogatari!!,https://myanimelist.net/anime/28297/Ore_Monogatari
225,Dragon Ball GT,https://myanimelist.net/anime/225/Dragon_Ball_GT
30544,Gakusen Toshi Asterisk,https://myanimelist.net/anime/30544/Gakusen_Toshi_Asterisk
11499,Sankarea,https://myanimelist.net/anime/11499/Sankarea
9513,Beelzebub,https://myanimelist.net/anime/9513/Beelzebub
339,Serial Experiments Lain,https://myanimelist.net/anime/339/Serial_Experiments_Lain
34566,Boruto: Naruto Next Generations,https://myanimelist.net/anime/34566/Boruto__Naruto_Next_Generations
23233,Shinmai Maou no Testament,https://myanimelist.net/anime/23233/Shinmai_Maou_no_Testament
392,Yuu☆Yuu☆Hakusho,https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho
527,Pokemon,https://myanimelist.net/anime/527/Pokemon
40591,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,https://myanimelist.net/anime/40591/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
6213,Toaru Kagaku no Railgun,https://myanimelist.net/anime/6213/Toaru_Kagaku_no_Railgun
34902,Tsurezure Children,https://myanimelist.net/anime/34902/Tsurezure_Children
32951,Rokudenashi Majutsu Koushi to Akashic Records,https://myanimelist.net/anime/32951/Rokudenashi_Majutsu_Koushi_to_Akashic_Records
22729,Aldnoah.Zero,https://myanimelist.net/anime/22729/AldnoahZero
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu
17729,Grisaia no Kajitsu,https://myanimelist.net/anime/17729/Grisaia_no_Kajitsu
33489,Little Witch Academia (TV),https://myanimelist.net/anime/33489/Little_Witch_Academia_TV
6594,Katanagatari,https://myanimelist.net/anime/6594/Katanagatari
31580,Ajin,https://myanimelist.net/anime/31580/Ajin
32998,91 Days,https://myanimelist.net/anime/32998/91_Days
8425,Gosick,https://myanimelist.net/anime/8425/Gosick
32949,Kuzu no Honkai,https://myanimelist.net/anime/32949/Kuzu_no_Honkai
4382,Suzumiya Haruhi no Yuuutsu (2009),https://myanimelist.net/anime/4382/Suzumiya_Haruhi_no_Yuuutsu_2009
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze
5681,Summer Wars,https://myanimelist.net/anime/5681/Summer_Wars
19163,Date A Live II,https://myanimelist.net/anime/19163/Date_A_Live_II
33,Kenpuu Denki Berserk,https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk
35968,Wotaku ni Koi wa Muzukashii,https://myanimelist.net/anime/35968/Wotaku_ni_Koi_wa_Muzukashii
30123,Akagami no Shirayuki-hime,https://myanimelist.net/anime/30123/Akagami_no_Shirayuki-hime
7593,Kiss x Sis (TV),https://myanimelist.net/anime/7593/Kiss_x_Sis_TV
2034,Lovely★Complex,https://myanimelist.net/anime/2034/Lovely★Complex
6707,Kuroshitsuji II,https://myanimelist.net/anime/6707/Kuroshitsuji_II
34280,Gamers!,https://myanimelist.net/anime/34280/Gamers
71,Full Metal Panic!,https://myanimelist.net/anime/71/Full_Metal_Panic
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,https://myanimelist.net/anime/36949/Shokugeki_no_Souma__San_no_Sara_-_Tootsuki_Ressha-hen
14967,Boku wa Tomodachi ga Sukunai Next,https://myanimelist.net/anime/14967/Boku_wa_Tomodachi_ga_Sukunai_Next
1840,Zero no Tsukaima: Futatsuki no Kishi,https://myanimelist.net/anime/1840/Zero_no_Tsukaima__Futatsuki_no_Kishi
25183,Gangsta.,https://myanimelist.net/anime/25183/Gangsta
32867,Bungou Stray Dogs 2nd Season,https://myanimelist.net/anime/32867/Bungou_Stray_Dogs_2nd_Season
23277,Saenai Heroine no Sodatekata,https://myanimelist.net/anime/23277/Saenai_Heroine_no_Sodatekata
27631,God Eater,https://myanimelist.net/anime/27631/God_Eater
25397,Absolute Duo,https://myanimelist.net/anime/25397/Absolute_Duo
31646,3-gatsu no Lion,https://myanimelist.net/anime/31646/3-gatsu_no_Lion
120,Fruits Basket,https://myanimelist.net/anime/120/Fruits_Basket
40221,Kami no Tou,https://myanimelist.net/anime/40221/Kami_no_Tou
14713,Kamisama Hajimemashita,https://myanimelist.net/anime/14713/Kamisama_Hajimemashita
59,Chobits,https://myanimelist.net/anime/59/Chobits
31722,Nanatsu no Taizai: Seisen no Shirushi,https://myanimelist.net/anime/31722/Nanatsu_no_Taizai__Seisen_no_Shirushi
4081,Natsume Yuujinchou,https://myanimelist.net/anime/4081/Natsume_Yuujinchou
