anime_id,name,link
33102,Nijiiro Days: Houkago Special,https://myanimelist.net/anime/33102/Nijiiro_Days__Houkago_Special
3680,Ai no Katachi: Ecchi na Onnanoko wa Kirai... Desu ka?,https://myanimelist.net/anime/3680/Ai_no_Katachi__Ecchi_na_Onnanoko_wa_Kirai_Desu_ka
1636,Ai Shimai Tsubomi... Kegashite Kudasai,https://myanimelist.net/anime/1636/Ai_Shimai_Tsubomi_Kegashite_Kudasai
27741,Shounen Hollywood: Holly Stage for 50,https://myanimelist.net/anime/27741/Shounen_Hollywood__Holly_Stage_for_50
1683,Di Gi Charat Nyo,https://myanimelist.net/anime/1683/Di_Gi_Charat_Nyo
36755,Juvenile Pornography The Animation,https://myanimelist.net/anime/36755/Juvenile_Pornography_The_Animation
32805,Nyanbo!,https://myanimelist.net/anime/32805/Nyanbo
6713,Ranma ½: Nettou Uta Gassen,https://myanimelist.net/anime/6713/Ranma_½__Nettou_Uta_Gassen
2486,Rumiko Takahashi Anthology,https://myanimelist.net/anime/2486/Rumiko_Takahashi_Anthology
4361,Grenadier: Hohoemi no Senshi Specials,https://myanimelist.net/anime/4361/Grenadier__Hohoemi_no_Senshi_Specials
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,https://myanimelist.net/anime/12709/Tales_of_Symphonia_The_Animation__Sekai_Tougou-hen_Specials
319,Happy World!,https://myanimelist.net/anime/319/Happy_World
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,https://myanimelist.net/anime/9288/Heartcatch_Precure_Movie__Hana_no_Miyako_de_Fashion_Show_Desu_ka
17551,Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumonbako!,https://myanimelist.net/anime/17551/Shakugan_no_Shana__Shana___Yuuji_no_Naze_Nani_Shana_Nandemo_Shitsumonbako
35202,Hand Shakers: Go ago Go,https://myanimelist.net/anime/35202/Hand_Shakers__Go_ago_Go
4936,Ninja Hattori-kun,https://myanimelist.net/anime/4936/Ninja_Hattori-kun
3135,Dragon's Heaven,https://myanimelist.net/anime/3135/Dragons_Heaven
10948,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,https://myanimelist.net/anime/10948/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG_-_Individual_Eleven_-_Tachikoma_na_Hibi
6555,Pokemon: Pikachu no Kirakira Daisousaku!,https://myanimelist.net/anime/6555/Pokemon__Pikachu_no_Kirakira_Daisousaku
6560,Popee the Performer,https://myanimelist.net/anime/6560/Popee_the_Performer
1413,Lupin III: Alcatraz Connection,https://myanimelist.net/anime/1413/Lupin_III__Alcatraz_Connection
301,Cinderella Boy,https://myanimelist.net/anime/301/Cinderella_Boy
28351,Hikari no Megami,https://myanimelist.net/anime/28351/Hikari_no_Megami
1477,City Hunter: The Secret Service,https://myanimelist.net/anime/1477/City_Hunter__The_Secret_Service
3747,Inyouchuu The Animation,https://myanimelist.net/anime/3747/Inyouchuu_The_Animation
1436,Lupin III: Twilight Gemini no Himitsu,https://myanimelist.net/anime/1436/Lupin_III__Twilight_Gemini_no_Himitsu
10792,Haramasete Seiryuu-kun!,https://myanimelist.net/anime/10792/Haramasete_Seiryuu-kun
1179,Gakuen Senki Muryou,https://myanimelist.net/anime/1179/Gakuen_Senki_Muryou
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,https://myanimelist.net/anime/22785/Sono_Hanabira_ni_Kuchizuke_wo__Risa_x_Miya_Gekijou
14995,JK to Ero Giin Sensei,https://myanimelist.net/anime/14995/JK_to_Ero_Giin_Sensei
2141,Oseam,https://myanimelist.net/anime/2141/Oseam
40477,Curry Meshi x Zombieland Saga,https://myanimelist.net/anime/40477/Curry_Meshi_x_Zombieland_Saga
35567,Gundam Build Fighters: Battlogue,https://myanimelist.net/anime/35567/Gundam_Build_Fighters__Battlogue
35770,Hungry Days: Aoharu ka yo.,https://myanimelist.net/anime/35770/Hungry_Days__Aoharu_ka_yo
34530,Anata wa Watashi no Mono,https://myanimelist.net/anime/34530/Anata_wa_Watashi_no_Mono
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,https://myanimelist.net/anime/2450/Crayon_Shin-chan_Movie_09__Arashi_wo_Yobu_Mouretsu_Otona_Teikoku_no_Gyakushuu
2212,Bakuretsu Tenshi: Infinity Special,https://myanimelist.net/anime/2212/Bakuretsu_Tenshi__Infinity_Special
7550,Pokemon: Pikachu Tanken Club,https://myanimelist.net/anime/7550/Pokemon__Pikachu_Tanken_Club
3579,Getter Robo,https://myanimelist.net/anime/3579/Getter_Robo
15541,Namanaka Hyaku Percent!: Katamusubi no Shinpa,https://myanimelist.net/anime/15541/Namanaka_Hyaku_Percent__Katamusubi_no_Shinpa
39989,Yamiyo,https://myanimelist.net/anime/39989/Yamiyo
19101,Shin Hitou Meguri,https://myanimelist.net/anime/19101/Shin_Hitou_Meguri
22039,Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,https://myanimelist.net/anime/22039/Mou_Hasamazu_ni_wa_Irarenai♥__Hoshi_ni_Onegai_shitara_Konnani_Okkiku_Nacchatta
20995,Himekishi Olivia,https://myanimelist.net/anime/20995/Himekishi_Olivia
3403,The Guts!,https://myanimelist.net/anime/3403/The_Guts
23305,Shin Sei Yariman Gakuen Enkou Nikki The Animation,https://myanimelist.net/anime/23305/Shin_Sei_Yariman_Gakuen_Enkou_Nikki_The_Animation
14333,Tanken Driland,https://myanimelist.net/anime/14333/Tanken_Driland
3493,Ryuusei no Rockman Tribe,https://myanimelist.net/anime/3493/Ryuusei_no_Rockman_Tribe
608,Sakura Taisen: Katsudou Shashin,https://myanimelist.net/anime/608/Sakura_Taisen__Katsudou_Shashin
2590,Genmukan,https://myanimelist.net/anime/2590/Genmukan
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,https://myanimelist.net/anime/1437/Lupin_III__Honoo_no_Kioku_-_Tokyo_Crisis
5983,Higepiyo,https://myanimelist.net/anime/5983/Higepiyo
41589,Tokyo Mew Mew New ♡,https://myanimelist.net/anime/41589/Tokyo_Mew_Mew_New_♡
27363,Yakata: Kannou Kitan,https://myanimelist.net/anime/27363/Yakata__Kannou_Kitan
1596,Arcade Gamer Fubuki,https://myanimelist.net/anime/1596/Arcade_Gamer_Fubuki
4997,Mahoromatic 2 End Year Special,https://myanimelist.net/anime/4997/Mahoromatic_2_End_Year_Special
7265,Kara no Shoujo,https://myanimelist.net/anime/7265/Kara_no_Shoujo
38708,Wagaya no Liliana-san The Animation,https://myanimelist.net/anime/38708/Wagaya_no_Liliana-san_The_Animation
2447,Chibo,https://myanimelist.net/anime/2447/Chibo
33074,Lupin III (2015) Specials,https://myanimelist.net/anime/33074/Lupin_III_2015_Specials
35931,Kime Koi!,https://myanimelist.net/anime/35931/Kime_Koi
10810,Pucca 2,https://myanimelist.net/anime/10810/Pucca_2
8097,Lupin III: The Last Job,https://myanimelist.net/anime/8097/Lupin_III__The_Last_Job
8491,Digimon Savers 3D: Digital World Kiki Ippatsu!,https://myanimelist.net/anime/8491/Digimon_Savers_3D__Digital_World_Kiki_Ippatsu
9056,Agitated Screams of Maggots,https://myanimelist.net/anime/9056/Agitated_Screams_of_Maggots
10581,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,https://myanimelist.net/anime/10581/Mobile_Suit_Gundam_0083__Stardust_Memory_-_The_Mayfly_of_Space
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,https://myanimelist.net/anime/40938/Hige_wo_Soru_Soshite_Joshikousei_wo_Hirou
33106,Love Live! μ's Final Love Live! Opening Animation,https://myanimelist.net/anime/33106/Love_Live_μs_Final_Love_Live_Opening_Animation
1438,Lupin III: Lupin Ansatsu Shirei,https://myanimelist.net/anime/1438/Lupin_III__Lupin_Ansatsu_Shirei
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,https://myanimelist.net/anime/10849/Shinryaku_Ika_Musume__Ika_Ice_Tabena-ika
475,Hotori: Tada Saiwai wo Koinegau,https://myanimelist.net/anime/475/Hotori__Tada_Saiwai_wo_Koinegau
1161,Maze☆Bakunetsu Jikuu (TV),https://myanimelist.net/anime/1161/Maze☆Bakunetsu_Jikuu_TV
6885,Sora no Manimani Specials,https://myanimelist.net/anime/6885/Sora_no_Manimani_Specials
32518,Shoujo kara Shoujo e...,https://myanimelist.net/anime/32518/Shoujo_kara_Shoujo_e
689,Uta∽Kata: Shotou no Futanatsu,https://myanimelist.net/anime/689/Uta∽Kata__Shotou_no_Futanatsu
22583,Uchuu Kyoudai: Number Zero,https://myanimelist.net/anime/22583/Uchuu_Kyoudai__Number_Zero
1325,Hamelin no Violin Hiki,https://myanimelist.net/anime/1325/Hamelin_no_Violin_Hiki
1105,Digital Juice,https://myanimelist.net/anime/1105/Digital_Juice
33245,Ame-iro Cocoa in Hawaii,https://myanimelist.net/anime/33245/Ame-iro_Cocoa_in_Hawaii
808,Bakuretsu Hunters OVA,https://myanimelist.net/anime/808/Bakuretsu_Hunters_OVA
2982,Yuuwaku,https://myanimelist.net/anime/2982/Yuuwaku
36010,Heartful Maman The Animation,https://myanimelist.net/anime/36010/Heartful_Maman_The_Animation
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,https://myanimelist.net/anime/8062/Mai-HiME__Kuro_no_Mai_Saigo_no_Bansan
2531,Gibomai,https://myanimelist.net/anime/2531/Gibomai
39166,Girls & Panzer: Saishuushou Part 3,https://myanimelist.net/anime/39166/Girls___Panzer__Saishuushou_Part_3
5967,Kinnikuman II Sei: Ultimate Muscle,https://myanimelist.net/anime/5967/Kinnikuman_II_Sei__Ultimate_Muscle
23299,Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,https://myanimelist.net/anime/23299/Pokemon_Best_Wishes_Season_2__Decolora_Adventure_-_Iris_vs_Ibuki_Dragon_Master_e_no_Michi
2983,Digital Devil Story: Megami Tensei,https://myanimelist.net/anime/2983/Digital_Devil_Story__Megami_Tensei
8908,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,https://myanimelist.net/anime/8908/Tales_of_Symphonia_The_Animation__Kaette_Kita_Kratos-sensei_no_Private_Lesson
1724,Saint October,https://myanimelist.net/anime/1724/Saint_October
5386,Miyamoto Musashi: Souken ni Haseru Yume,https://myanimelist.net/anime/5386/Miyamoto_Musashi__Souken_ni_Haseru_Yume
1069,Chou Denji Machine Voltes V,https://myanimelist.net/anime/1069/Chou_Denji_Machine_Voltes_V
999,Blue Seed 2,https://myanimelist.net/anime/999/Blue_Seed_2
12131,30-sai no Hoken Taiiku Specials,https://myanimelist.net/anime/12131/30-sai_no_Hoken_Taiiku_Specials
10947,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,https://myanimelist.net/anime/10947/Koukaku_Kidoutai__Stand_Alone_Complex_-_The_Laughing_Man_-_Tachikoma_na_Hibi
32383,Osomatsu-san Short Film Series,https://myanimelist.net/anime/32383/Osomatsu-san_Short_Film_Series
2722,Crusher Joe,https://myanimelist.net/anime/2722/Crusher_Joe
4639,Gosenzo-sama Banbanzai!,https://myanimelist.net/anime/4639/Gosenzo-sama_Banbanzai
9924,Shukufuku no Campanella: La Campanella Della Benedizione,https://myanimelist.net/anime/9924/Shukufuku_no_Campanella__La_Campanella_Della_Benedizione
613,Onmyou Taisenki,https://myanimelist.net/anime/613/Onmyou_Taisenki
6654,Namakura Gatana,https://myanimelist.net/anime/6654/Namakura_Gatana
2407,Keroro Gunsou Movie 1,https://myanimelist.net/anime/2407/Keroro_Gunsou_Movie_1
1648,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,https://myanimelist.net/anime/1648/UFO_Princess_Valkyrie_4__Toki_to_Yume_to_Ginga_no_Utage
7268,Diabolus: Kikoku,https://myanimelist.net/anime/7268/Diabolus__Kikoku
36824,Huyao Xiao Hongniang: Nan Guo,https://myanimelist.net/anime/36824/Huyao_Xiao_Hongniang__Nan_Guo
10906,Hakoiri Shoujo: Virgin Territory,https://myanimelist.net/anime/10906/Hakoiri_Shoujo__Virgin_Territory
7248,Top wo Nerae! Gunbuster Specials,https://myanimelist.net/anime/7248/Top_wo_Nerae_Gunbuster_Specials
1431,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,https://myanimelist.net/anime/1431/Lupin_III__Ai_no_Da_Capo_-_Fujikos_Unlucky_Days
40530,Jaku-Chara Tomozaki-kun,https://myanimelist.net/anime/40530/Jaku-Chara_Tomozaki-kun
2157,Koutetsushin Jeeg,https://myanimelist.net/anime/2157/Koutetsushin_Jeeg
36052,Kyonyuu Daikazoku Saimin,https://myanimelist.net/anime/36052/Kyonyuu_Daikazoku_Saimin
1057,Ippatsu Kiki Musume,https://myanimelist.net/anime/1057/Ippatsu_Kiki_Musume
21335,Double Circle,https://myanimelist.net/anime/21335/Double_Circle
799,Kokoro Toshokan,https://myanimelist.net/anime/799/Kokoro_Toshokan
23849,Pokemon XY: Sora no Hahen,https://myanimelist.net/anime/23849/Pokemon_XY__Sora_no_Hahen
5212,Saimin Gakuen,https://myanimelist.net/anime/5212/Saimin_Gakuen
34670,Monsuto Anime,https://myanimelist.net/anime/34670/Monsuto_Anime
21575,Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,https://myanimelist.net/anime/21575/Koukaku_Kidoutai_Arise__Ghost_in_the_Shell_-_Logicoma_Specials
36424,Princess Principal: Ange Report,https://myanimelist.net/anime/36424/Princess_Principal__Ange_Report
37164,Yao Shen Ji 2nd Season,https://myanimelist.net/anime/37164/Yao_Shen_Ji_2nd_Season
3265,Princess Tutu Recaps,https://myanimelist.net/anime/3265/Princess_Tutu_Recaps
2577,Tom Sawyer no Bouken,https://myanimelist.net/anime/2577/Tom_Sawyer_no_Bouken
11747,Kiriya Hakushaku Ke no Roku Shimai,https://myanimelist.net/anime/11747/Kiriya_Hakushaku_Ke_no_Roku_Shimai
5209,Manin Densha,https://myanimelist.net/anime/5209/Manin_Densha
1475,City Hunter: Bay City Wars,https://myanimelist.net/anime/1475/City_Hunter__Bay_City_Wars
38895,Double Decker! Doug & Kirill: Extra,https://myanimelist.net/anime/38895/Double_Decker_Doug___Kirill__Extra
5844,Pokemon: Pikachu no Obake Carnival,https://myanimelist.net/anime/5844/Pokemon__Pikachu_no_Obake_Carnival
2569,Jungle Book Shounen Mowgli,https://myanimelist.net/anime/2569/Jungle_Book_Shounen_Mowgli
2460,Maison Ikkoku: Kanketsu-hen,https://myanimelist.net/anime/2460/Maison_Ikkoku__Kanketsu-hen
3940,Oshiete Re: Maid,https://myanimelist.net/anime/3940/Oshiete_Re__Maid
25259,Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,https://myanimelist.net/anime/25259/Persona_4_the_Animation__A_Brief_Lesson_on_Izanagi___Izanami
31885,Majuu Jouka Shoujo Utea,https://myanimelist.net/anime/31885/Majuu_Jouka_Shoujo_Utea
32997,Lo Re: Pako Sukusuku Mizuki-chan The Animation,https://myanimelist.net/anime/32997/Lo_Re__Pako_Sukusuku_Mizuki-chan_The_Animation
31115,Schick x Evangelion,https://myanimelist.net/anime/31115/Schick_x_Evangelion
4027,Makai Tenshi Djibril: Episode 2,https://myanimelist.net/anime/4027/Makai_Tenshi_Djibril__Episode_2
13137,Itsuka Tenma no Kuro Usagi Special,https://myanimelist.net/anime/13137/Itsuka_Tenma_no_Kuro_Usagi_Special
921,Nurse Witch Komugi-chan Magikarte Z,https://myanimelist.net/anime/921/Nurse_Witch_Komugi-chan_Magikarte_Z
34649,Soukyuu no Fafner: Dead Aggressor - The Beyond,https://myanimelist.net/anime/34649/Soukyuu_no_Fafner__Dead_Aggressor_-_The_Beyond
5259,Rance: Sabaku no Guardian,https://myanimelist.net/anime/5259/Rance__Sabaku_no_Guardian
40661,Jashin-chan Dropkick': Chitose-hen,https://myanimelist.net/anime/40661/Jashin-chan_Dropkick__Chitose-hen
11777,Lupin III: Chi no Kokuin - Eien no Mermaid,https://myanimelist.net/anime/11777/Lupin_III__Chi_no_Kokuin_-_Eien_no_Mermaid
14657,Netorare Zuma,https://myanimelist.net/anime/14657/Netorare_Zuma
39530,Ecchi na Onee-chan ni Shiboraretai,https://myanimelist.net/anime/39530/Ecchi_na_Onee-chan_ni_Shiboraretai
36553,Yinhun x He Wei Dao,https://myanimelist.net/anime/36553/Yinhun_x_He_Wei_Dao
18455,M Ogui: Last Order,https://myanimelist.net/anime/18455/M_Ogui__Last_Order
37970,Yakusoku no Nanaya Matsuri,https://myanimelist.net/anime/37970/Yakusoku_no_Nanaya_Matsuri
28205,Fastening Days,https://myanimelist.net/anime/28205/Fastening_Days
37046,Drifters (OVA): Kokuou-sama Goranshin,https://myanimelist.net/anime/37046/Drifters_OVA__Kokuou-sama_Goranshin
1906,Harukanaru Toki no Naka de: Maihitoyo,https://myanimelist.net/anime/1906/Harukanaru_Toki_no_Naka_de__Maihitoyo
6337,Hitoriga The Animation,https://myanimelist.net/anime/6337/Hitoriga_The_Animation
1775,Jikuu Tenshou Nazca,https://myanimelist.net/anime/1775/Jikuu_Tenshou_Nazca
38330,Kimi Omou Koi,https://myanimelist.net/anime/38330/Kimi_Omou_Koi
2883,Iyashite Agerun Saiyuuki,https://myanimelist.net/anime/2883/Iyashite_Agerun_Saiyuuki
17699,Toriko Movie: Bishokushin no Special Menu,https://myanimelist.net/anime/17699/Toriko_Movie__Bishokushin_no_Special_Menu
39486,Gintama (Shinsaku),https://myanimelist.net/anime/39486/Gintama_Shinsaku
2835,Patalliro!,https://myanimelist.net/anime/2835/Patalliro
2138,Kage (OVA),https://myanimelist.net/anime/2138/Kage_OVA
33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,https://myanimelist.net/anime/33025/Ginga_Kikoutai_Majestic_Prince_Movie__Kakusei_no_Idenshi
39380,"Wei, Kanjian Erduo La! 2",https://myanimelist.net/anime/39380/Wei_Kanjian_Erduo_La_2
8709,Pokemon: Pikachu Koori no Daibouken,https://myanimelist.net/anime/8709/Pokemon__Pikachu_Koori_no_Daibouken
1878,Kaze no Shoujo Emily,https://myanimelist.net/anime/1878/Kaze_no_Shoujo_Emily
722,Baby☆Love,https://myanimelist.net/anime/722/Baby☆Love
4200,Dirty Pair OVA,https://myanimelist.net/anime/4200/Dirty_Pair_OVA
4421,Moetan Specials,https://myanimelist.net/anime/4421/Moetan_Specials
37262,Ta ga Tame no Alchemist,https://myanimelist.net/anime/37262/Ta_ga_Tame_no_Alchemist
36545,Huyao Xiao Hongniang: Qian Yan,https://myanimelist.net/anime/36545/Huyao_Xiao_Hongniang__Qian_Yan
4057,Inyouchuu Shoku: Ryoushokutou Taimaroku,https://myanimelist.net/anime/4057/Inyouchuu_Shoku__Ryoushokutou_Taimaroku
40930,Azur Lane: Bisoku Zenshin!,https://myanimelist.net/anime/40930/Azur_Lane__Bisoku_Zenshin
1658,Karakuri no Kimi,https://myanimelist.net/anime/1658/Karakuri_no_Kimi
36491,Doupo Cangqiong,https://myanimelist.net/anime/36491/Doupo_Cangqiong
36006,Mainichi JK Kikaku,https://myanimelist.net/anime/36006/Mainichi_JK_Kikaku
37563,Di Wang Gong Lue,https://myanimelist.net/anime/37563/Di_Wang_Gong_Lue
1338,Shin Megami Tensei: Tokyo Mokushiroku,https://myanimelist.net/anime/1338/Shin_Megami_Tensei__Tokyo_Mokushiroku
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",https://myanimelist.net/anime/16101/Jinrui_wa_Suitai_Shimashita__Ningen-san_no_Yousei-san_Memo
18959,Waisetsu Missile The Animation,https://myanimelist.net/anime/18959/Waisetsu_Missile_The_Animation
31995,Kowaremono The Animation,https://myanimelist.net/anime/31995/Kowaremono_The_Animation
32412,Kigyou Senshi Arslan,https://myanimelist.net/anime/32412/Kigyou_Senshi_Arslan
21497,Sengoku Musou SP: Sanada no Shou,https://myanimelist.net/anime/21497/Sengoku_Musou_SP__Sanada_no_Shou
33155,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,https://myanimelist.net/anime/33155/Code_Geass__Hangyaku_no_Lelouch_Picture_Drama_-_Hajimari_no_Zenya
40397,Maou-jou de Oyasumi,https://myanimelist.net/anime/40397/Maou-jou_de_Oyasumi
6692,Mama Puri!?,https://myanimelist.net/anime/6692/Mama_Puri
964,Hit wo Nerae!,https://myanimelist.net/anime/964/Hit_wo_Nerae
2524,Jungle de Ikou!,https://myanimelist.net/anime/2524/Jungle_de_Ikou
1922,Urusei Yatsura Movie 3: Remember My Love,https://myanimelist.net/anime/1922/Urusei_Yatsura_Movie_3__Remember_My_Love
32011,Hakuouki: Otogisoushi,https://myanimelist.net/anime/32011/Hakuouki__Otogisoushi
8394,Cyborg 009 (TV),https://myanimelist.net/anime/8394/Cyborg_009_TV
518,Mahou no Princess Minky Momo,https://myanimelist.net/anime/518/Mahou_no_Princess_Minky_Momo
28227,White Album 2 Picture Drama,https://myanimelist.net/anime/28227/White_Album_2_Picture_Drama
22377,Wonder Momo,https://myanimelist.net/anime/22377/Wonder_Momo
1798,Animation Seisaku Shinkou Kuromi-chan 2,https://myanimelist.net/anime/1798/Animation_Seisaku_Shinkou_Kuromi-chan_2
25875,"Wake Up, Girl Zoo!",https://myanimelist.net/anime/25875/Wake_Up_Girl_Zoo
31861,Tenchi Muyou! Ryououki 4th Season,https://myanimelist.net/anime/31861/Tenchi_Muyou_Ryououki_4th_Season
9467,Kanojo ga Mimai ni Konai Wake,https://myanimelist.net/anime/9467/Kanojo_ga_Mimai_ni_Konai_Wake
24169,Detective Conan: The Fugitive Kogorou Mouri,https://myanimelist.net/anime/24169/Detective_Conan__The_Fugitive_Kogorou_Mouri
28673,Duan Nao,https://myanimelist.net/anime/28673/Duan_Nao
41051,Jie Yao,https://myanimelist.net/anime/41051/Jie_Yao
35683,Midnight Crazy Trail,https://myanimelist.net/anime/35683/Midnight_Crazy_Trail
9968,Wana: Hakudaku Mamire no Houkago,https://myanimelist.net/anime/9968/Wana__Hakudaku_Mamire_no_Houkago
20471,Aoki Uru,https://myanimelist.net/anime/20471/Aoki_Uru
2713,Rockman.EXE Beast+,https://myanimelist.net/anime/2713/RockmanEXE_Beast_
17541,Kotowari: Kimi no Kokoro no Koboreta Kakera,https://myanimelist.net/anime/17541/Kotowari__Kimi_no_Kokoro_no_Koboreta_Kakera
3805,Kaitou Tenshi Twin Angel,https://myanimelist.net/anime/3805/Kaitou_Tenshi_Twin_Angel
8987,Princess Knight☆Catue,https://myanimelist.net/anime/8987/Princess_Knight☆Catue
35999,Dia Horizon (Kabu),https://myanimelist.net/anime/35999/Dia_Horizon_Kabu
1024,Weiß Kreuz OVA,https://myanimelist.net/anime/1024/Weiß_Kreuz_OVA
14647,Tantei Opera Milky Holmes: Alternative,https://myanimelist.net/anime/14647/Tantei_Opera_Milky_Holmes__Alternative
3488,Genji Monogatari,https://myanimelist.net/anime/3488/Genji_Monogatari
38050,Shoujo☆Kageki Revue Starlight Specials,https://myanimelist.net/anime/38050/Shoujo☆Kageki_Revue_Starlight_Specials
13223,Bible Black: New Testament Recap,https://myanimelist.net/anime/13223/Bible_Black__New_Testament_Recap
29916,Kedamono-tachi no Sumu Ie de,https://myanimelist.net/anime/29916/Kedamono-tachi_no_Sumu_Ie_de
4209,Mission-E,https://myanimelist.net/anime/4209/Mission-E
39800,Joshi Luck!,https://myanimelist.net/anime/39800/Joshi_Luck
25365,Pokemon XY: Koukoku no Princess Diancie,https://myanimelist.net/anime/25365/Pokemon_XY__Koukoku_no_Princess_Diancie
1403,Tsumamigui,https://myanimelist.net/anime/1403/Tsumamigui
42310,Cyberpunk: Edgerunners,https://myanimelist.net/anime/42310/Cyberpunk__Edgerunners
2868,Kazama Mana,https://myanimelist.net/anime/2868/Kazama_Mana
32190,Omoi no Kakera,https://myanimelist.net/anime/32190/Omoi_no_Kakera
2293,Kyoushoku Soukou Guyver,https://myanimelist.net/anime/2293/Kyoushoku_Soukou_Guyver
40778,Planetarian: Snow Globe,https://myanimelist.net/anime/40778/Planetarian__Snow_Globe
10392,Pet Life,https://myanimelist.net/anime/10392/Pet_Life
12035,Dwaeji-ui Wang,https://myanimelist.net/anime/12035/Dwaeji-ui_Wang
2869,Nanase Ren,https://myanimelist.net/anime/2869/Nanase_Ren
10691,Downloader,https://myanimelist.net/anime/10691/Downloader
496,Kamui no Ken,https://myanimelist.net/anime/496/Kamui_no_Ken
7279,TO,https://myanimelist.net/anime/7279/TO
15539,Unsweet: Netorare Ochita Onna-tachi,https://myanimelist.net/anime/15539/Unsweet__Netorare_Ochita_Onna-tachi
2050,Honoo no Tenkousei,https://myanimelist.net/anime/2050/Honoo_no_Tenkousei
5743,Saimin Ryoujoku Gakuen,https://myanimelist.net/anime/5743/Saimin_Ryoujoku_Gakuen
10421,Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,https://myanimelist.net/anime/10421/Bi-chiku_Beach__Nangoku_Nyuujoku_Satsueikai
10502,Tansu Warashi.,https://myanimelist.net/anime/10502/Tansu_Warashi
2911,Kyoushirou to Towa no Sora Specials,https://myanimelist.net/anime/2911/Kyoushirou_to_Towa_no_Sora_Specials
35781,Boku dake no Hentai Kanojo The Animation,https://myanimelist.net/anime/35781/Boku_dake_no_Hentai_Kanojo_The_Animation
2060,Gall Force 1: Eternal Story,https://myanimelist.net/anime/2060/Gall_Force_1__Eternal_Story
360,Himiko-den,https://myanimelist.net/anime/360/Himiko-den
38470,Saimin Seishidou,https://myanimelist.net/anime/38470/Saimin_Seishidou
1169,Green Legend Ran,https://myanimelist.net/anime/1169/Green_Legend_Ran
37223,Ore ga Kanojo wo *su Wake,https://myanimelist.net/anime/37223/Ore_ga_Kanojo_wo_su_Wake
7276,Natsumushi The Animation,https://myanimelist.net/anime/7276/Natsumushi_The_Animation
20671,Shashinkan,https://myanimelist.net/anime/20671/Shashinkan
1422,Lupin III: $1 Money Wars,https://myanimelist.net/anime/1422/Lupin_III__1_Money_Wars
40335,Kimi dake ni Motetainda.,https://myanimelist.net/anime/40335/Kimi_dake_ni_Motetainda
36032,Air Recap,https://myanimelist.net/anime/36032/Air_Recap
1645,Herlock Saga: Nibelung no Yubiwa,https://myanimelist.net/anime/1645/Herlock_Saga__Nibelung_no_Yubiwa
5494,Konnichiwa Anne: Before Green Gables,https://myanimelist.net/anime/5494/Konnichiwa_Anne__Before_Green_Gables
3081,Attacker You!,https://myanimelist.net/anime/3081/Attacker_You
10351,Tenchi Muyou! Ryououki 2nd Season Picture Drama,https://myanimelist.net/anime/10351/Tenchi_Muyou_Ryououki_2nd_Season_Picture_Drama
1434,Lupin III: Harimao no Zaihou wo Oe!!,https://myanimelist.net/anime/1434/Lupin_III__Harimao_no_Zaihou_wo_Oe
1476,City Hunter: Hyakuman Dollar no Inbou,https://myanimelist.net/anime/1476/City_Hunter__Hyakuman_Dollar_no_Inbou
757,Kaze wo Mita Shounen,https://myanimelist.net/anime/757/Kaze_wo_Mita_Shounen
1391,Future GPX Cyber Formula,https://myanimelist.net/anime/1391/Future_GPX_Cyber_Formula
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,https://myanimelist.net/anime/1414/Lupin_III__Tenshi_no_Tactics_-_Yume_no_Kakera_wa_Koroshi_no_Kaori
41549,Majutsushi Orphen Hagure Tabi: Tennin no Isan,https://myanimelist.net/anime/41549/Majutsushi_Orphen_Hagure_Tabi__Tennin_no_Isan
