anime_id,titles,rating,members,genres
38186,"Bokutachi wa Benkyou ga Dekinai,We Never Learn: BOKUBEN,BokuBen,We Can't Study",7.35,207921,"Harem,Comedy,Romance,School,Shounen"
39017,"Kyokou Suiri,In/Spectre",7.03,207967,"Mystery,Comedy,Demons,Supernatural,Romance,Shounen"
7338,"Darker than Black: Kuro no Keiyakusha Gaiden,Darker than Black: Ryuusei no Gemini Specials,Darker than BLACK 2 OVA,DTB,Darker than Black: Ryuusei no Gemini Episode 12",7.99,207800,"Action,Mystery,Sci-Fi,Super Power"
21647,"Tamako Love Story,Tamako Market Movie",8.02,207836,"Comedy,Romance,Slice of Life"
7592,"Nurarihyon no Mago,Nura: Rise of the Yokai Clan,The Grandson of Nurarihyon,Grandchild of Nurarihyon",7.68,207325,"Action,Demons,Shounen,Supernatural"
21939,"Mushishi Zoku Shou,MUSHI-SHI -Next Passage-,Mushi-shi Zoku Shou,Mushishi: The Next Chapter",8.73,205974,"Adventure,Slice of Life,Mystery,Historical,Supernatural,Fantasy,Seinen"
28725,"Kokoro ga Sakebitagatterunda.,The Anthem of the Heart,Kokosake",8.02,205621,"Drama,Romance,School"
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen,Clannad ~After Story~: Another World,Kyou Chapter,Clannad: After Story OVA",7.88,205511,"Drama,Romance,School"
10588,"Persona 4 the Animation,P4A",7.54,205292,"Sci-Fi,Adventure,Mystery,Super Power,Supernatural,School"
4722,Skip Beat!,8.16,204790,"Comedy,Drama,Romance,Shoujo"
35076,"Juuni Taisen,Juni Taisen: Zodiac War,12 Taisen,12 Wars",6.57,204397,Action
21863,"Mangaka-san to Assistant-san to The Animation,The Comic Artist and His Assistants,Mangaka-san to Assistant-san to,ManAshi",7.22,204493,"Harem,Slice of Life,Comedy,Ecchi,Seinen"
14131,"Girls & Panzer,Garupan,Girls und Panzer",7.58,204568,"Action,Sports,Military,School"
10521,"Working'!!,Wagnaria!!2,Working!! 2",7.89,203687,"Comedy,Romance,Seinen,Slice of Life"
32902,"Mahoutsukai no Yome: Hoshi Matsu Hito,The Ancient Magus' Bride: Those Awaiting a Star,The Magician's Bride",8.16,203422,"Slice of Life,Magic,Fantasy,Shounen"
28735,"Shouwa Genroku Rakugo Shinjuu,Showa Genroku Rakugo Shinju,Showa and Genroku Era Lover's Suicide Through Rakugo",8.61,203142,"Drama,Historical,Josei"
33253,"Ajin 2nd Season,Ajin: Demi-Human 2nd Season",7.73,202647,"Action,Horror,Mystery,Seinen,Supernatural"
38790,"Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,BOFURI: I Don't Want to Get Hurt,so I'll Max Out My Defense.,I hate being in pain,so I think I'll make a full defense build.,I Hate Getting Hurt,So I Put All My Skill Points Into Defense",7.63,202416,"Action,Game,Sci-Fi,Adventure,Comedy,Fantasy"
486,"Kino no Tabi: The Beautiful World,Kino's Journey,Kino's Travels: The Beautiful World",8.36,201595,"Action,Adventure,Psychological,Slice of Life"
820,"Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,LoGH,LotGH,Gin'eiden,GinEiDen,Heldensagen Vom Kosmosinsel",9.11,200923,"Military,Sci-Fi,Space,Drama"
35466,"ReLIFE: Kanketsu-hen,ReLIFE Final Arc",8.25,200288,"Romance,School,Slice of Life"
30727,"Saenai Heroine no Sodatekata ♭,Saekano: How to Raise a Boring Girlfriend .flat,Saenai Heroine no Sodatekata Flat",7.81,200276,"Harem,Comedy,Romance,Ecchi,School"
35838,"Shoujo Shuumatsu Ryokou,Girls' Last Tour,The End Girl Trip",8.19,200000,"Adventure,Mystery,Sci-Fi,Slice of Life"
16,"Hachimitsu to Clover,Honey and Clover,HachiKuro,Honey & Clover",8.08,200107,"Comedy,Drama,Josei,Romance,Slice of Life"
30016,"Nanbaka,Nambaka,Numbaka,The Numbers",7.35,199976,"Action,Comedy,Drama"
39463,Gleipnir,7.07,199499,"Action,Mystery,Supernatural,Ecchi,Seinen"
7711,"Karigurashi no Arrietty,The Secret World of Arrietty,Karigurashi no Arrietti,The Borrower Arrietty",7.98,199556,Fantasy
12477,"Sakasama no Patema,Patema Inverted,Sakasama no Patema",8.07,198594,"Adventure,Sci-Fi"
33743,Fuuka,6.57,198266,"Drama,Ecchi,Music,Romance,School,Shounen"
4725,"Ga-Rei: Zero,Ga-Rei-Zero,Garei: Zero",7.65,198054,"Action,Super Power,Supernatural,Thriller"
31772,One Punch Man Specials,7.76,197523,"Action,Sci-Fi,Comedy,Parody,Super Power,Supernatural"
6682,"11eyes,11eyes -Tsumi to Batsu to Aganai no Shoujo-",6.20,197206,"Action,Ecchi,Super Power,Supernatural"
10067,"Angel Beats!: Another Epilogue,Ma",7.51,196943,"Supernatural,Drama,School"
9936,"Maken-Ki!,Maken-Ki! Battling Venus",6.46,196864,"Action,Ecchi,Harem,Martial Arts,School,Super Power"
29758,Taboo Tattoo,5.82,196296,"Action,Mystery,Comedy,Super Power,Supernatural,Martial Arts,Seinen"
35413,"Imouto sae Ireba Ii.,A Sister's All You Need,It'd be Good if Only Little Sister Was Here",7.42,196348,"Comedy,Romance"
28819,"Okusama ga Seitokaichou!,My Wife is the Student Council President!,Oku-sama ga Seito Kaichou!",6.70,196391,"Comedy,Ecchi,Romance,School,Shounen"
31376,Flying Witch,7.55,196167,"Slice of Life,Comedy,Supernatural,Magic,Shounen"
14829,"Fate/kaleid liner Prisma☆Illya,Fate/Kaleid Liner Prisma Illya",7.14,196015,"Action,Comedy,Magic,Fantasy"
35639,Just Because!,7.31,195807,"Slice of Life,Drama,Romance,School"
37497,"Irozuku Sekai no Ashita kara,Iroduku: The World in Colors",7.57,194986,"Drama,Magic,Romance,School"
6773,"Shakugan no Shana III (Final),Shakugan no Shana: Season III,Shakugan no Shana Third,Shakugan no Shana 3",7.58,194831,"Action,Supernatural,Drama,Romance,Fantasy"
11737,"Ao no Exorcist Movie,Blue Exorcist The Movie,Ao no Exorcist Gekijouban,Ao no Futsumashi Movie,Blue Exorcist Movie",7.68,194877,"Action,Demons,Fantasy,Shounen,Supernatural"
10568,"Kamisama no Memochou,Heaven's Memo Pad,It's the Only NEET Thing to Do,Kami-sama no Memo-chou,Kami-sama no Memo-chou,God's Notebook,Notebook of God",7.56,194467,Mystery
34626,"Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World! 2: God's blessing on this wonderful Art!,KonoSuba: God's Blessing on This Wonderful World! Second Season OVA,Kono Subarashii Sekai ni Shukufuku wo! 2 OVA",8.09,194571,"Magic,Adventure,Fantasy,Comedy,Supernatural"
387,"Haibane Renmei,Charcoal Feather Federation",8.00,194508,"Slice of Life,Mystery,Psychological,Drama,Fantasy"
8424,"MM!,MM! Group,Emu Emu!",7.15,194113,"Harem,Comedy,Ecchi,School"
3503,"Kanokon,Kanokon: The Girl Who Cried Fox",6.50,193897,"Comedy,Ecchi,Harem,Romance,School,Shounen,Slice of Life,Supernatural"
185,"Initial D First Stage,ID",8.28,194310,"Action,Cars,Drama,Seinen,Sports"
585,"Mimi wo Sumaseba,Whisper of the Heart,If You Listen Carefully,Ghibli Movie 10",8.25,194006,"Drama,Romance,Shoujo,Slice of Life"
35851,"Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Maquia: When the Promised Flower Blooms,Let's Decorate the Promised Flowers in the Morning of Farewells,SayoAsa",8.45,193495,"Drama,Fantasy"
21339,"Psycho-Pass Movie,Psycho-Pass: The Movie,Psychopath Movie",7.77,193091,"Action,Military,Police,Sci-Fi"
34636,"Ballroom e Youkoso,Welcome to the Ballroom",8.23,192926,"Comedy,Drama,Romance,School,Shounen,Sports"
15039,"Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,anohana: The Flower We Saw That Day The Movie,AnoHana Movie,We Still Don't Know the Name of the Flower We Saw That Day. Movie",8.01,193160,"Slice of Life,Supernatural,Drama"
33028,"Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope's Peak High School - Despair Arc,Danganronpa 3: The End of Hope's Peak Academy - Despair Volume",7.54,192783,"Action,Mystery,Horror,Psychological,School"
15417,"Gintama': Enchousen,Gintama: Enchousen,Gintama' (2012),Gintama' Overdrive,Kintama",9.04,192777,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen"
442,"Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,Naruto the Movie: Ninja Clash in the Land of Snow,Naruto: Daikatsugeki! Yukihime Ninpocho Dattebayo!,Naruto: It's the Snow Princess' Ninja Art Book!",7.11,191942,"Adventure,Comedy,Historical,Supernatural,Drama,Shounen"
20047,Sakura Trick,7.04,191689,"Slice of Life,Comedy,Romance,School,Seinen,Shoujo Ai"
60,"Chrno Crusade,Chrono Crusade,Chrno Crusade: Mary Magdalene",7.67,190770,"Action,Demons,Historical,Romance,Shounen,Supernatural"
37435,"Carole & Tuesday,Ma",8.01,190376,"Drama,Music,Sci-Fi"
16001,"Kokoro Connect: Michi Random,Kokoro Connect OVA,Kokoro Connect Episodes 14,15,16,and 17,Kokoroco: Michi Random",8.04,190223,"Comedy,Drama,Romance,School,Slice of Life,Supernatural"
11761,Medaka Box,7.09,189782,"Action,Comedy,Ecchi,Martial Arts,School,Shounen,Super Power"
6324,"Omamori Himari,Protective Charm Himari,OmaHima",6.97,189369,"Action,Harem,Comedy,Demons,Supernatural,Romance,Ecchi,Fantasy"
31952,"Kono Bijutsubu ni wa Mondai ga Aru!,This Art Club Has a Problem!,Konobi",7.30,189137,"Comedy,Romance,School,Seinen"
38759,"Sewayaki Kitsune no Senko-san,The Helpful Fox Senko-san,Meddlesome Kitsune Senko-san",7.38,188959,"Comedy,Romance,Slice of Life,Supernatural"
13667,"Naruto: Shippuuden Movie 6 - Road to Ninja,Road to Ninja: Naruto the Movie,Naruto Movie 9",7.70,188637,"Action,Adventure,Super Power,Martial Arts,Shounen"
4901,"Black Lagoon: Roberta's Blood Trail,Black Lagoon 3",8.07,188406,"Action,Seinen"
19111,"Love Live! School Idol Project 2nd Season,Love Live! School Idol Project 2",7.84,187923,"Music,School,Slice of Life"
19775,"Sidonia no Kishi,Knights of Sidonia,Sidonia no Kishi",7.71,187521,"Action,Mecha,Sci-Fi,Seinen,Space"
6811,"InuYasha (TV): Kanketsu-hen,InuYasha: The Final Act,Inu Yasha: Kanketsu-hen",8.24,187870,"Action,Adventure,Comedy,Historical,Demons,Supernatural,Magic,Romance,Fantasy,Shounen"
32827,B: The Beginning,7.42,187225,"Action,Mystery,Police,Psychological,Supernatural,Thriller"
16904,"K: Missing Kings,K (Movie),K-Project Movie,K-Project Sequel",7.74,187132,"Action,Super Power,Supernatural"
5300,"Zoku Natsume Yuujinchou,Natsume's Book of Friends Season 2,Natsume Yuujinchou Two,Natsume Yuujinchou 2,Natsume Yujincho 2",8.58,187037,"Slice of Life,Demons,Supernatural,Drama,Shoujo"
177,"Tsubasa Chronicle,Tsubasa RESERVoir CHRoNiCLE,Tsubasa: RESERVoir CHRoNiCLE",7.56,187011,"Action,Adventure,Fantasy,Magic,Romance,Supernatural,Shounen"
3092,"Junjou Romantica,Junjo Romantica,Junjyou Romantica,Junjou Romantica: Pure Romance",7.73,186375,"Comedy,Drama,Romance,Shounen Ai"
2889,"Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Bleach the Movie: The DiamondDust Rebellion",7.47,185975,"Action,Adventure,Comedy,Super Power,Supernatural,Shounen"
19769,"Mahou Sensou,Magical Warfare,Mahosen",6.06,185925,"Action,Fantasy,Magic"
2472,"Naruto: Shippuuden Movie 1,Naruto: Shippuden the Movie,Naruto Shippuuden Movie,Naruto Movie 4,Gekijouban Naruto Shippuuden",7.32,185901,"Action,Adventure,Comedy,Fantasy,Shounen"
12729,"High School DxD OVA,High School DxD Episodes 13 and 14,Highschool DxD OVA",7.32,185574,"Comedy,Demons,Ecchi,Romance,School"
34176,"Zero kara Hajimeru Mahou no Sho,Grimoire of Zero",7.12,185252,"Action,Adventure,Magic,Fantasy"
40456,"Kimetsu no Yaiba Movie: Mugen Ressha-hen,Gekijouban Kimetsu no Yaiba: Mugen Ressha-hen,Kimetsu no Yaiba: Infinity Train,Demon Slayer Movie: InfinityTrain",N/A,185472,"Action,Historical,Demons,Supernatural,Shounen"
39026,"Dumbbell Nan Kilo Moteru?,How heavy are the dumbbells you lift?,How Many Kilograms are the Dumbbells You Lift?",7.43,185268,"Comedy,Ecchi,Slice of Life,Sports"
2246,Mononoke,8.42,185466,"Mystery,Historical,Horror,Demons,Psychological,Supernatural,Fantasy,Seinen"
5277,"Sekirei: Pure Engagement,Sekirei 2",7.40,184909,"Action,Comedy,Ecchi,Harem,Super Power"
10379,"Natsume Yuujinchou San,Natsume's Book of Friends Season 3,Natsume Yuujinchou Three,Natsume Yuujinchou 3,Natsume Yujincho 3",8.61,184800,"Slice of Life,Demons,Supernatural,Drama,Shoujo"
13535,"Binbougami ga!,Good Luck Girl!,Binbou Gami ga!,Binboukami ga!,Binbogami ga!,Binbou Kami ga!,The God Of Poverty is!",7.75,184589,"Comedy,Parody,Shounen,Supernatural"
1222,"Bokura ga Ita,Bokuraga Ita,We were there",7.34,184595,"Slice of Life,Drama,Romance,Shoujo"
39534,"Jibaku Shounen Hanako-kun,Toilet-bound Hanako-kun",7.75,184479,"Comedy,School,Shounen,Supernatural"
317,"Final Fantasy VII: Advent Children,Final Fantasy 7: Advent Children",7.78,183906,"Action,Super Power,Fantasy"
1571,Ghost Hunt,7.83,183554,"Mystery,Comedy,Horror,Supernatural,Shoujo"
20847,"Seitokai Yakuindomo*,Seitokai Yakuindomo 2,SYD*",7.76,183297,"Slice of Life,Comedy,School,Shounen"
2026,"Hayate no Gotoku!,Hayate the Combat Butler,Hayate no Gotoku!",7.60,183021,"Action,Harem,Comedy,Parody,Romance,Shounen"
801,"Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Ghost in the Shell: Stand Alone Complex 2nd GIG,Ghost In The Shell S.A.C. 2nd GIG",8.55,182829,"Action,Military,Sci-Fi,Mystery,Police,Mecha,Seinen"
5258,"Hajime no Ippo: New Challenger,Fighting Spirit: New Challenger,Hajime no Ippo New Series,Hajime no Ippo Season II,Hajime no Ippo 2",8.68,182403,"Comedy,Sports,Drama,Shounen"
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken,Shomin Sample,Story in Which I Was Kidnapped by a Young Lady's School to be a ""Sample of the Common People"",Ore ga Ojou-sama Gakkou ni ""Shomin Sample"" Toshite Rachirareta Ken",6.87,182150,"Comedy,Ecchi,Harem,Romance,School"
34437,"Code Geass: Fukkatsu no Lelouch,Code Geass: Lelouch of the Re;surrection,Code Geass: Lelouch of the Resurrection",8.01,182123,"Action,Military,Sci-Fi,Super Power,Drama,Mecha"
21561,"Ryuugajou Nanana no Maizoukin (TV),Nanana's Buried Treasure,Ryuugajou Nanana no Maizoukin",7.22,181978,"Adventure,Comedy,Mystery,Supernatural"
16009,"Kamisama no Inai Nichiyoubi,Sunday Without God,The Sunday Without God,Kami-Nai,Kami-sama no Inai Nichiyoubi",7.38,181571,"Fantasy,Mystery"
329,"Planetes,ΠΛΑΝΗΤΕΣ",8.32,181746,"Drama,Romance,Sci-Fi,Seinen,Space"
40540,"Sword Art Online: Alicization - War of Underworld 2nd Season,Sword Art Online Alicization War of Underworld Part 2,Sword Art Online: Alicization 3rd Season,Sword Art Online III 3rd Season,SAO Alicization 3rd Season,Sword Art Online 3 3rd Season,SAO 3 3rd Season,SAO III 3rd Season",7.64,181783,"Action,Game,Adventure,Romance,Fantasy"
31845,"Masou Gakuen HxH,Hybrid x Heart Magias Academy Ataraxia,Masou Gakuen Hybrid x Heart",6.23,181009,"Action,Sci-Fi,Harem,Comedy,Romance,Ecchi,Fantasy,School"
34279,"Grancrest Senki,Record of Grancrest War",7.27,180964,"Action,Drama,Fantasy,Romance"
6747,Dance in the Vampire Bund,7.08,180619,"Action,Supernatural,Vampire"
12467,"Nazo no Kanojo X,Mysterious Girlfriend X,MGX",7.27,180710,"Romance,School,Seinen"
32438,"Mayoiga,The Lost Village",5.55,180221,"Mystery,Comedy,Horror,Psychological,Drama"
34914,"New Game!!,New Game! Second Season",7.80,179301,"Game,Slice of Life,Comedy"
16662,"Kaze Tachinu,The Wind Rises,Kaze Tachinu",8.15,179384,"Drama,Historical,Romance"
25283,"Kuusen Madoushi Kouhosei no Kyoukan,Sky Wizards Academy,The Instructor of Aerial Combat Wizard Candidates",6.45,178779,"Action,Drama,Fantasy,Magic,School"
210,"Ranma ½,Ranma 1/2,Ranma ½ Nettou Hen",7.78,178617,"Slice of Life,Comedy,Martial Arts,Fantasy,Shounen"
21511,"Kantai Collection: KanColle,KanColle: Kantai Collection,Kankore",6.91,178149,"Action,Military,Sci-Fi,Slice of Life,School"
29785,"Jitsu wa Watashi wa,Actually,I am...,Jitsuwata,The Truth Is I Am...,I am...",6.96,178145,"Comedy,Supernatural,Romance,Vampire,Fantasy,School,Shounen"
24701,Mushishi Zoku Shou 2nd Season,8.78,177871,"Adventure,Fantasy,Historical,Mystery,Seinen,Slice of Life,Supernatural"
1313,"Digimon Adventure 02,Digimon Adventure Zero Two,Digimon: Digital Monsters 02",7.26,177812,"Action,Adventure,Comedy,Drama,Fantasy,Kids"
8460,"Mirai Nikki OVA,The Future Diary OVA",7.30,177621,"Action,Shounen,Supernatural"
239,"Gankutsuou,Gankutsuou: The Count of Monte Cristo,The King of the Cavern",8.18,177717,"Drama,Mystery,Sci-Fi,Supernatural,Thriller"
5356,"Canaan,428: Fuusa Sareta Shibuya de Tokubetsu-hen,428: Fuusasareta Shibuya de Special Chapter,428 the animation",7.28,177453,"Action,Sci-Fi,Super Power,Supernatural,Seinen"
11665,"Natsume Yuujinchou Shi,Natsume's Book of Friends Season 4,Natsume Yuujinchou Four,Natsume Yuujinchou 4,Natsume Yujincho 4",8.68,177390,"Slice of Life,Demons,Supernatural,Drama,Shoujo"
25879,"Working!!!,Wagnaria!!3,Working!! 3rd Season,Working!! Third Season",8.06,177196,"Comedy,Romance,Seinen,Slice of Life"
3782,"Kara no Kyoukai 2: Satsujin Kousatsu (Zen),the Garden of sinners Chapter 2: Murder Speculation Part A,Kara no Kyoukai: The Garden of Sinners Movie 2,Borderline of Emptiness: Murder Speculation,The Garden of Sinners: A Study in Murder,The Garden of Sinners: …and nothing heart.",7.87,177253,"Action,Mystery,Supernatural,Romance,Thriller"
14353,"Death Billiards,Wakate Animator Ikusei Project,2012 Young Animator Training Project,Anime Mirai 2012",7.94,176985,"Game,Mystery,Psychological,Drama,Thriller"
36633,"Date A Live III,Date A Live 3,Date A Live 3rd Season,DAL 3",7.14,176407,"Sci-Fi,Harem,Comedy,Romance,Mecha,School"
759,Tokyo Godfathers,8.29,176591,"Comedy,Drama"
31229,"Servamp,SERVAMP",6.97,176232,"Action,Comedy,Supernatural,Drama,Vampire,Josei"
4282,"Kara no Kyoukai 5: Mujun Rasen,the Garden of sinners Chapter 5: Paradox Paradigm,Kara no Kyoukai: The Garden of Sinners Movie 5,Borderline of Emptiness: Paradox Spiral,The Garden of Sinners: Paradox Paradigm",8.57,176259,"Action,Mystery,Supernatural,Drama,Romance,Thriller"
38555,"Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,My Next Life as a Villainess: All Routes Lead to Doom!,Hamefura,I Reincarnated into an Otome Game as a Villainess With Only Destruction Flags…,Destruction Flag Otome",7.55,175787,"Comedy,Drama,Romance,Fantasy,School"
4896,"Umineko no Naku Koro ni,Umineko: When They Cry,When They Cry 3,When the Seagulls Cry,When They Cry: Seagulls",7.15,174893,"Mystery,Horror,Psychological,Supernatural"
170,Slam Dunk,8.53,175228,"Comedy,Sports,Drama,School,Shounen"
32648,Handa-kun,7.41,174830,"Slice of Life,Comedy,Shounen"
528,"Pokemon Movie 01: Mewtwo no Gyakushuu,Pokemon: The First Movie,Gekijouban Pocket Monsters: Mewtwo Strikes Back,Pokemon Movie 1,Pokemon: The Origin of Mewtwo,Pokemon: The First Movie Kanzenban,Pokemon: The First Movie Complete Version",7.64,174927,"Action,Adventure,Comedy,Kids,Drama,Fantasy"
5525,"07-Ghost,07 Ghost,Seven Ghost,7 Ghosts,The Seven Ghosts",7.26,174496,"Action,Demons,Fantasy,Josei,Magic,Military"
18245,"White Album 2,White Album2,WA2",7.75,174423,"Drama,Music,Romance,Slice of Life"
37475,"Kishuku Gakkou no Juliet,Boarding School Juliet,Kishukugakkou no Juliet",7.50,174394,"Action,Comedy,Romance,School,Shounen"
28617,"Punch Line,Punchline",7.03,174170,"Comedy,Ecchi,Sci-Fi,Super Power,Supernatural"
2581,"Mobile Suit Gundam 00,Kidou Senshi Gundam 00,Gundam Double O",8.15,174100,"Action,Military,Sci-Fi,Space,Drama,Mecha"
35847,"SSSS.Gridman,Ma",7.24,173742,"Action,Sci-Fi,Mecha"
38572,"Assassins Pride,Ma",6.00,173604,Fantasy
4835,"Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Bleach the Movie: Fade to Black,Fade to Black: Call Out Your Name",7.54,173478,"Action,Adventure,Comedy,Super Power,Supernatural,Shounen"
9941,"Tiger & Bunny,Tiger and Bunny,Taibani",7.97,173265,"Action,Mystery,Comedy,Super Power"
28979,"To LOVE-Ru Darkness 2nd,To LOVE Ru Darkness 2,To LOVE-Ru Trouble Darkness 2nd",7.55,172904,"Comedy,Ecchi,Harem,Romance,School,Sci-Fi,Shounen"
30736,"Shingeki no Bahamut: Virgin Soul,Rage of Bahamut: Virgin Soul",7.48,172722,"Action,Adventure,Demons,Supernatural,Magic,Fantasy"
36793,"3D Kanojo: Real Girl,Real Girl,3D Girlfriend",6.76,172652,"Romance,School,Shoujo"
2129,True Tears,7.39,172431,"Drama,Romance,School"
22687,"Terra Formars,Terraformars",7.06,172319,"Action,Sci-Fi,Space,Horror,Drama,Seinen"
40956,"Enen no Shouboutai: Ni no Shou,Fire Force Season 2,Enen no Shouboutai 2nd Season",7.89,172675,"Action,Supernatural,Shounen"
30205,"Aoharu x Kikanjuu,Aoharu x Machinegun,Aoharu x Machine Gun",7.20,171739,"Action,Comedy,Sports,Shounen"
2923,"Shugo Chara!,Guardian Character!",7.45,171763,"Comedy,Magic,School,Shoujo"
34984,"Koi wa Ameagari no You ni,After the Rain,Koi wa Amaagari no You ni,Love is Like after the Rain,KoiAme",7.56,171533,"Romance,Seinen"
9863,SKET Dance,8.27,170936,"Comedy,School,Shounen"
39710,"Yesterday wo Utatte,Sing ""Yesterday"" for Me",7.17,170290,"Slice of Life,Drama,Romance,Seinen"
8129,"Kuragehime,Princess Jellyfish,Kuragehime",8.14,170279,"Slice of Life,Comedy,Josei"
18753,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,Oregairu OVA,My youth romantic comedy is wrong as I expected. OVA,My Teen Romantic Comedy SNAFU OVA,Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Kochira Toshite mo Karera Kanojora no Yukusue ni Sachiookaran Koto wo Negawazaru wo Enai.",7.61,170322,"Comedy,Romance,School"
64,Rozen Maiden,7.45,170071,"Action,Comedy,Drama,Magic,Seinen"
21105,Love Stage!!,7.39,169944,"Comedy,Romance,Shounen Ai"
31405,Joker Game,7.07,169495,"Military,Historical,Drama"
3783,"Kara no Kyoukai 3: Tsuukaku Zanryuu,the Garden of sinners Chapter 3: Remaining Sense of Pain,Kara no Kyoukai: The Garden of Sinners Movie 3,Borderline of Emptiness: Remaining Sense of Pain,The Garden of Sinners: ever cry,never life",8.09,168859,"Action,Mystery,Supernatural,Drama,Thriller"
34096,"Gintama.,Gintama Season 5,Gintama (2017)",8.98,168383,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen"
21273,"Gochuumon wa Usagi Desu ka?,Is the Order a Rabbit?,GochiUsa",7.53,167954,"Slice of Life,Comedy"
4186,"Chrome Shelled Regios,Koukaku no Regios,Kokaku no Regios",7.39,167863,"Action,Adventure,Fantasy,School,Sci-Fi"
597,"Neko no Ongaeshi,The Cat Returns,The Cat's Repayment",7.84,167570,"Adventure,Drama,Fantasy"
26,"Texhnolyze,Technolyze",7.76,167392,"Action,Sci-Fi,Psychological,Drama"
30885,"Noragami Aragoto OVA,Noragami Aragoto OAD",7.95,167248,"Action,Adventure,Comedy,Supernatural,Shounen"
3702,"Detroit Metal City,Detroit Metal City: The Animated Series,DMC",8.16,167225,"Music,Comedy,Seinen"
433,"Kumo no Mukou, Yakusoku no Basho,The Place Promised in Our Early Days,Beyond the Clouds,The Promised Place",7.60,167155,"Drama,Military,Romance,Sci-Fi"
14397,"Chihayafuru 2,Chihayafull 2",8.45,167135,"Drama,Game,Josei,School,Slice of Life,Sports"
1827,"Seirei no Moribito,Moribito - Guardian of the Spirit,Guardian of the Sacred Spirit",8.18,166982,"Action,Adventure,Historical,Fantasy"
38668,"Dorohedoro,Ma",8.14,166898,"Action,Comedy,Horror,Magic,Fantasy,Seinen"
4437,"Naruto: Shippuuden Movie 2 - Kizuna,Naruto: Shippuden the Movie 2 -Bonds-,Naruto Movie 5,Naruto Shippuuden Movie 2,Naruto Shippuuden: Bonds",7.31,166323,"Action,Martial Arts,Shounen,Supernatural"
18179,"Yowamushi Pedal,Yowapeda",8.02,166144,"Comedy,Sports,Drama,Shounen"
12175,"Koi to Senkyo to Chocolate,Love,Election and Chocolate,Koichoco",7.14,166221,"Drama,Romance,School"
16035,"Karneval (TV),Karneval,Karneval (2013)",7.17,165932,"Action,Fantasy,Josei,Mystery,Sci-Fi"
29854,"Ushio to Tora (TV),Ushio and Tora,Ushio & Tora",7.61,165759,"Action,Adventure,Comedy,Demons,Shounen,Supernatural"
4999,"Asu no Yoichi!,Samurai Harem,Ashita no Yoichi!",6.82,165500,"Harem,Comedy,Romance,Ecchi,Martial Arts,Shounen"
5040,"One Outs,ONE OUTS Nobody wins,but I!",8.36,165323,"Sports,Psychological,Seinen"
28675,"Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,Beyond the Boundary: I'll Be Here - Future,Beyond the Boundary Movie,Kyokai no Kanata Movie",8.22,165226,"Fantasy,Slice of Life,Supernatural"
6922,"Fate/stay night Movie: Unlimited Blade Works,Fate/stay night: Unlimited Blade Works,Gekijouban Fate/Stay Night: Unlimited Blade Works,Fate/stay night Movie,Fate/stay night UBW",7.44,165016,"Action,Fantasy,Magic,Supernatural"
38753,"Araburu Kisetsu no Otome-domo yo.,O Maidens in Your Savage Season,Maidens of the Savage Season",7.59,164929,"Comedy,Drama,Romance,School,Shounen"
39565,"Boku no Hero Academia the Movie 2: Heroes:Rising,My Hero Academia the Movie 2: Heroes:Rising",8.13,165015,"Action,Super Power,Shounen"
20159,"Pokemon: The Origin,Pokémon: Origins,Pocket Monsters: The Origin,Pokémon: The Origin",7.79,164485,"Action,Adventure,Comedy,Fantasy,Kids"
31904,"Big Order (TV),Big Order",5.43,164151,"Action,Shounen,Super Power"
39792,"Eizouken ni wa Te wo Dasu na!,Keep Your Hands Off Eizouken!,Hands off the Motion Pictures Club!",8.20,163512,"Adventure,Comedy,School,Seinen"
30458,"Tokyo Ghoul: ""Jack""",7.43,162999,"Action,Horror,Supernatural,Drama,School,Seinen"
30187,"Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Beautiful Bones -Sakurako's Investigation-,A Corpse is Buried Under Sakurako's Feet.",7.44,162849,"Drama,Mystery,Thriller"
36470,"Tada-kun wa Koi wo Shinai,Tada Never Falls in Love,Tada Doesn't Fall in Love",7.55,162306,"Comedy,Romance,Slice of Life"
